,id,photographer,nationality,description,persons,tot_persons,organizations,tot_organizations,places,tot_places
2116,2116,Steve Christo,Australia,,set(),0,set(),0,set(),0
2117,2117,Steve Christo,Australia,"Steve Christo studied photography at the Sydney Technical College and started work at the Sydney Morning Herald in 1987, shooting news, sports and features. He moved solely to sports in 1994, covering the Olympic Games in Sydney, Athens and Beijing, two Commonwealth Games, the World Cup in South Africa and many other events, both in Australia and internationally. Christo's awards include a 1993 IOC Gold Lens for black-and-white singles, three POYi Awards of Excellence, a 2008 Sony International Photography Award's second prize in Sports and in 2007 a World Press Photo third prize for Sports Action stories. He was named 2009 Photographer of the Year by Panpa Awards.","{'Steve Christo', 'Panpa Awards', 'Christo'}",3,"{'the Sydney Technical College', 'Sports Action'}",2,"{'Australia', 'Sydney', 'South Africa', 'Beijing', 'Commonwealth Games', 'Athens'}",6
2118,2118,Steve Duenes,none,"He also manages the graphics department, which consists of about 35 journalists who report, design and develop the interactive maps, data visualizations and motion graphics for the Times' digital platforms. The graphics department is responsible for visual coverage ranging from breaking news stories to long-term multimedia projects. In addition to his role at the Times, Steve has been a contributor at The New Yorker magazine and a faculty member at the School of Visual Arts in New York City.",{'Steve'},1,"{'Times', 'The New Yorker', 'the School of Visual Arts'}",3,{'New York City'},1
2119,2119,Steve Dykes,USA,,set(),0,set(),0,set(),0
2120,2120,Steve Liss,USA,,set(),0,set(),0,set(),0
2121,2121,Steve McCurry,USA,"After graduating from Pennsylvania University, Steve McCurry worked at a newspaper for two years and then left the United States to freelance on the Indian subcontinent. The material he smuggled out of Afghanistan launched his career in earnest. His photography is focused on the human consequences of war. McCurry’s accolades include Magazine Photographer of the Year and the Robert Capa Gold Medal for Best Photographic Reporting from Abroad. His work frequently appears in National Geographic Magazine.","{'Magazine Photographer', 'Steve McCurry'}",2,"{'Pennsylvania University', 'National Geographic Magazine'}",2,"{'Afghanistan', 'the United States'}",2
2122,2122,Steve Pyke,UK,"Steve Pyke was born in Leicester, England in 1957 and has been a contributing photographer at The New Yorker and at Vanity Fair since 1998. Throughout his career, Pyke has developed, funded and then published a number of personal projects. Best known are Philosophers, on the world’s leading thinkers, and Uniforms, on youth identity as expressed through uniforms. More recently, Pyke completed the series Astronauts. For the past three decades, Pyke has worked consistently on his series collecting the Faces of our Times. He is not only a portraitist, but has produced still-life projects, landscape work and experiments in collage and multiple imagery, including a body of humanist street photography. Pyke has published nine books. His photographs have been exhibited widely in the UK, Europe, Japan and North America, and is held in international permanent collections including the National Portrait Gallery in London and in Washington DC, the V&A and the Imperial War Museum in London, and the New York Public Library. In 2004, Pyke received an MBE in the Queen’s New Year’s Honours list, for his services to the arts. In 2006, he was made a Friend of the Royal Photographic Society.","{'Pyke', 'Steve Pyke'}",2,"{'Vanity Fair', 'the Imperial War Museum', 'Times', 'The New Yorker', 'the National Portrait Gallery', 'V&A', 'MBE', 'the New York Public Library'}",8,"{'England', 'UK', 'Japan', 'Leicester', 'London', 'Washington DC'}",6
2123,2123,Steve Winter,USA,"American photographer Steve Winter started taking photos as a child while growing up in rural Indiana. After graduating from the Academy of Art and the University of San Francisco, Winter signed on as a photojournalist for Black Star Photo Agency. Since then, he has produced stories for GEO, Time, Newsweek, Fortune, Natural History, Audubon, BusinessWeek, Scientific American, and Stern, among other publications. 

He became a National Geographic photojournalist in 1991 and has covered many subjects for the magazine, including Russia's giant Kamchatka bears, tigers in Myanmar's Hukawng Valley, and life along Myanmar's Irrawaddy River.

Winter has been named BBC Wildlife Photographer of the Year and BBC Wildlife Photojournalist of the Year. He is a two-time winner of Picture of the Year International (POYI)’s Global Vision Award. 

World Press Photo Involvement:
Award-winning photographer 2009 Photo Contest
Award-winning photographer 2014 Photo Contest
Award-winning photographer 2020 Photo Contest

Steve Winter on Social Media:
Instagram: @stevewinterphoto
Twitter: @swfoto
  Image credit: Steve Winter","{'Steve Winter', 'Kamchatka', 'Stern', 'Winter'}",4,"{'Newsweek', 'National Geographic', 'Social Media', 'BusinessWeek', 'Scientific American', 'Fortune, Natural History', 'BBC Wildlife Photojournalist', 'Time', 'BBC Wildlife Photographer', '@swfoto', '@stevewinterphoto', 'the University of San Francisco', 'Global Vision Award', 'Audubon', 'GEO', 'the Year International', 'the Academy of Art', 'Black Star Photo Agency'}",18,"{'Russia', 'Indiana', 'Myanmar'}",3
2124,2124,Steven Achiam,Denmark,,set(),0,set(),0,set(),0
2125,2125,Steven J.H. Breukel,The Netherlands,,set(),0,set(),0,set(),0
2126,2126,Steven Ralph Nickerson,USA,,set(),0,set(),0,set(),0
2127,2127,Stewart Fraser,United Kingdom,"Sports photographer Stewart Fraser has been one of the founders of Colorsport Images Ltd, a sports photographic archive and agency, containing around 10 million images covering almost 150 years of sport. The agency was one of the first to cover sport in color as well as in black and white. Fraser established Colorsport in the late 1960s together with Colin Elsey. They were later joined by Andrew Cowies. Fraser retired in 2003.","{'Stewart Fraser', 'Fraser', 'Andrew Cowies', 'Colin Elsey'}",4,"{'Colorsport Images Ltd', 'Colorsport'}",2,set(),0
2128,2128,Stig Naess,Norway,,set(),0,set(),0,set(),0
2129,2129,Stormi Lee Greener,USA,,set(),0,set(),0,set(),0
2130,2130,Stuart Franklin,UK,"Franklin studied drawing under Leonard McComb in Oxford and Whitechapel, London, and from 1976–1979 photography at West Surrey College of Art and Design, where he graduated with a BA. Moreover, between 1995 and 1997, he studied geography at the University of Oxford, first receiving a BA and the Gibbs Prize for geography. He received a doctorate in Geography from the University of Oxford in 2000. From 1980 until 1985, Franklin worked with Agence Presse Sygma in Paris. During that time he photographed the civil war in Lebanon, unemployment in Britain, famine in Sudan and the Heysel Stadium disaster. Joining Magnum Photos in 1985, he became a full member in 1989. In the same year, Franklin photographed the uprising in Tiananmen Square and shot one of the Tank Man photographs, first published in Time Magazine, as well as widely documenting the uprising in Beijing earning him a World Press Photo award. In 1989, Franklin traveled with Greenpeace to Antarctica. He worked on about 20 stories for National Geographic between 1991 and 2009, subjects including Inca conqueror Francisco Pizarro and the hydro-struggle in Quebec and places such as Buenos Aires and Malaysia. In addition, he worked on book and cultural projects. In October 2008, his book Footprint: Our Landscape in Flux was published by Thames & Hudson. An ominous photographic document of Europe’s changing landscape, it highlights Franklin's deep ecological concerns. During 2009, Franklin curated an exhibition on Gaza, ""Point of No Return"", for the Noorderlicht Photo Festival. Since 2009, Franklin has focused on a long-term landscape project in Norway published as ""Narcissus"" in 2013. Recently Franklin has worked on documentary projects on doctors working in Syria, and immigration in Calais. Franklin's most recent book, The Documentary Impulse, was published by Phaidon in April 2016. It investigates the nature of truth in reporting and the drive towards self-representation beginning 50,000 years ago with cave art through to the various iterations and impulses that have guided documentary photography along its differing tracks for nearly 200 years.","{'Geography', 'Leonard McComb', 'Franklin', 'Greenpeace', 'Francisco Pizarro'}",5,"{'the University of Oxford', 'the Gibbs Prize', 'National Geographic', 'Thames & Hudson', 'the Noorderlicht Photo Festival', 'Time Magazine', 'Tank Man', 'Agence Presse', 'The Documentary Impulse', 'Franklin', 'Inca', 'BA'}",12,"{'Norway', 'Buenos Aires', 'Whitechapel', 'Gaza', 'Calais', 'Beijing', 'Paris', 'Malaysia', 'Quebec', 'Heysel Stadium', 'Phaidon', 'Britain', 'London', 'Flux', 'Syria', 'Sudan', 'Lebanon', 'Oxford'}",18
2131,2131,Sucheta Das,India,,set(),0,set(),0,set(),0
2132,2132,Suhaib Salem,Palestinian Territories,,set(),0,set(),0,set(),0
2133,2133,Sujong Song,South Korea,"Sujong Song is an independent curator and photo editor. She started her career with Geo Korea in 1996, where she worked as editor-in-chief and director of photography from 2000 until 2004. Since then, her work has covered a wide range of fields in photography, including publishing, editing and organization of exhibitions. She has organized and taken part as a curator in several photo events, including Seoul Photo Fair 2008, Angkor Photo Festival 2008 and Seoul Photo Festival 2010. In 2008 and 2009 she sat on the World Press Photo jury. Song holds a master's degree in visual culture and is a board member of the Visual Culture Society in Korea.",{'Sujong Song'},1,"{'the World Press Photo', 'Seoul Photo Fair 2008', 'the Visual Culture Society', 'Seoul Photo Festival 2010'}",4,"{'Geo Korea', 'Korea'}",2
2134,2134, Sung Nam-Hun,South Korea,,set(),0,set(),0,set(),0
2135,2135,Susan McElhinney,USA,,set(),0,set(),0,set(),0
2136,2136,Susan Meiselas,USA,"Susan Meiselas is a documentary photographer, and has been member of Magnum Photos since 1976. She is best known for her coverage of the insurrection in Nicaragua, and her documentation of human rights issues in Latin America. She is the author of Carnival Strippers, Nicaragua, and Pandora’s Box, and editor of El Salvador: The Work of 30 Photographers, Chile from Within, Kurdistan: In the Shadow of History, and Encounters with the Dani. Meiselas has had one-woman exhibitions in Paris, Madrid, Amsterdam, London, Los Angeles, Chicago, and New York and her work is included in collections around the world. Her awards include the Robert Capa Gold Medal, Leica Award for Excellence, Maria Moors Cabot Prize, the Hasselblad Foundation Prize, the Cornell Capa Infinity Award, and most recently, the Harvard Arts Medal. In 1992 she was made a MacArthur Fellow.","{'Leica Award', 'Susan Meiselas', 'Maria Moors Cabot Prize', 'Meiselas'}",4,"{'the Cornell Capa Infinity Award', 'the Harvard Arts Medal', 'MacArthur Fellow', 'Carnival Strippers', 'Magnum Photos', 'the Robert Capa Gold Medal', 'Pandora’s Box', 'the Hasselblad Foundation Prize'}",8,"{'El Salvador', 'Kurdistan', 'Madrid', 'Nicaragua', 'Paris', 'Amsterdam', 'Chicago', 'London', 'New York', 'Within', 'Los Angeles', 'Chile'}",12
2137,2137,Susan Watts,USA,,set(),0,set(),0,set(),0
2138,2138,Susan White,none,"Throughout her tenure, she has worked with many of the industry’s leading photographers, covering a wide array of subject matter. During this time, Vanity Fair received numerous nominations and awards in the photography category from the American Society of Magazine Editors and the Society of Publication Designers. In 2005, Susan was named “Photo Editor of the Year” at the Lucie Awards.",{'Susan'},1,"{'the Society of Publication Designers', 'the American Society of Magazine Editors', 'Vanity Fair'}",3,set(),0
2139,2139,Susie Linfield,USA,"Susie Linfield is the author of The Cruel Radiance: Photography and Political Violence, which was a finalist for the National Book Critics Circle Award for Criticism and has been translated into Italian and Turkish. She writes about politics and culture for a wide array of publications, including The Nation, The Washington Post, New Republic, Boston Review, Dissent, and Aperture. Formerly, she was the deputy editor of The Village Voice, the editor-in-chief of American Film, and the arts editor of The Washington Post. She is currently an associate professor of journalism at New York University, where she directs the Cultural Reporting and Criticism Program.",{'Susie Linfield'},1,"{'the National Book Critics Circle Award', 'The Washington Post', 'The Village Voice', 'The Nation', 'New York University', 'Boston Review', 'American Film'}",7,{'New Republic'},1
2140,2140,Sven Torfinn,The Netherlands,,set(),0,set(),0,set(),0
2141,2141,Sven-Erik Sjöberg,Sweden,,set(),0,set(),0,set(),0
2142,2142,Swapan Parekh,India,,set(),0,set(),0,set(),0
2143,2143,Sydney Seshibedi,South Africa,,set(),0,set(),0,set(),0
2144,2144,Sylwia Kapuscinski,Poland,,set(),0,set(),0,set(),0
2145,2145,T.J. Lemon,United Kingdom,,set(),0,set(),0,set(),0
2146,2146,Tadas Kazakevičius,Lithuania,"Tadas Kazakevičius is a documentary and portrait photographer based in Vilnius, Lithuania.  After spending five years in the United Kingdom, Kazakevičius returned to his native Lithuania where he is particularly interested in the social aspects of the people living there. In 2019 he became a member of the international documentary photography cooperative, 'Inland Stories'. Kazakevičius’ ongoing series ‘Soon to be Gone’ was a finalist in LensCulture’s Exposure Awards 2017 and featured in The Royal Photographic Society’s 160 exhibition. In 2018, he was picked as a finalist in the ZEISS Photography Awards and the series was shown in Les Photaumnales festival in Le Quadrilatère Gallery, Beauvais, France. With his series 'Between Two Shores', Kazakevičius was one of the finalists of the LensCulture Emerging Talent Awards in 2018. The British Journal of Photography featured the series 'Soon to be Gone' in 2019, and he was one of the Leica Oskar Barnack Award 2019 finalists. World Press Photo Involvement:
2020 Photo Contest award-winning photographer Tadas Kazakevičius on Social Media:
Instagram: @tadas.kazakevicius","{'Oskar Barnack', 'Tadas Kazakevičius', 'Kazakevičius'}",3,"{'Social Media', 'Kazakevičius', 'The Royal Photographic Society’s', 'the LensCulture Emerging Talent Awards', 'Gone', 'The British Journal of Photography', 'World Press Photo Involvement', 'Le Quadrilatère Gallery', '@tadas.kazakevicius', 'LensCulture’s Exposure Awards 2017'}",10,"{'Beauvais', 'Vilnius', 'France', 'Lithuania', 'the United Kingdom'}",5
2147,2147,Tadeusz Trepanowski,Poland,,set(),0,set(),0,set(),0
2148,2148,Takagi Tadatomo,Japan,,set(),0,set(),0,set(),0
2149,2149,Takio Arai,Japan,,set(),0,set(),0,set(),0
2150,2150,Tamara Merino,Chile,"“Tamara Merino’s approach to documentary photography is sensitive and poetic. Through her passion for storytelling, she travels the world to photograph social and cultural issues with a focus on identity. Her fascination with counter-cultures motivates her to tell untold stories that surprise and fascinate. Tamara’s genuine respect for others and her passion for understanding the world through photography result in an intriguing, awe-inspiring body of work that teaches us about the lives of others.” – Danielle Villasana, USA, photojournalist  Tamara is an independent documentary photographer and photojournalist based in Chile focusing on social and cultural issues, identity and migration. She has worked on projects such as female migration in Chile, opal mining in Australia, an LGBT community in Mexico, and local communities in Brasil, among others. Her photography has appeared in multiple online and print publications worldwide including National Geographic, The Washington Post, Der Spiegel, Wired, Fish Eye Magazine, Joia Magazine, Folha de Sao Paulo, Roads and Kingdoms and Sydney Morning Herald. Tamara was selected to participate in the 2015 World Press Photo Latin America Masterclass and in 2017, her work was exhibited in Washington D.C. as part of the 2017 World Press Photo side exhibition. She was a finalist for the Magnum Foundation's Inge Morath Award in 2016 and her work is part of the Photographic Museum of Humanity PHMuseum. Tamara is an awardee of the Foundry Photojournalism scholarship; and in 2017 was selected to participate in the ""FIFV"", Internacional festival of photography in Valparaiso and the Portfolio Review of ERRANTE International Photography Festival 2017.  Tamara has a degree in photography from the Universidad del Pacífico of Santiago, Chile and photography residency at the School of Visual Arts in New York. She is a part of Women Photograph and Ladera Sur Chile. See Tamara Merino's 'Underland' on Witness, World Press Photo's online magazine. Tamara Merino received nominations from Mads Nissen and Danielle Villasana. Find out about the 6x6 nomination process and our growing community of global nominators.","{'Der Spiegel', 'Sydney Morning Herald', 'Merino', 'Joia Magazine', 'Danielle Villasana', 'Tamara', 'Brasil'}",7,"{'National Geographic', 'Mads Nissen', 'the Portfolio Review of ERRANTE International Photography Festival', 'The Washington Post', ""the Magnum Foundation's"", 'Ladera Sur Chile', 'Fish Eye Magazine', 'Folha de Sao Paulo', 'the School of Visual Arts', 'Valparaiso', ""World Press Photo's"", 'the Universidad del Pacífico of Santiago', 'the Photographic Museum of Humanity PHMuseum', 'Witness'}",14,"{'Australia', 'Washington D.C.', 'USA', 'Wired', 'Mexico', 'LGBT', 'New York', 'Chile'}",8
2151,2151,Tamara Abdul Hadi,none,"Tamara Abdul Hadi is an Iraqi-Canadian photographer whose work explores the complexity and idiosyncrasy of minority communities that are often subjected to stereotyping and underrepresentation interchangeably. Her work also touches ideas of masculinity and self-representation. Along with being a photographer, she creates and teaches photography workshops, so far in Palestine, Egypt, Iraq, Lebanon and Tunisia. Abdul Hadi is the co-founder of RAWIYA Collective, a photography cooperative of female photographers in the Middle East and is a member of THE MEDIUM, an artist collective comprised of interdisciplinary artists working independently.","{'Abdul Hadi', 'RAWIYA Collective'}",2,set(),0,"{'Egypt', 'Tunisia', 'Iraq', 'Lebanon', 'Palestine'}",5
2152,2152,Tamas Dezso,Hungary,,set(),0,set(),0,set(),0
2153,2153,Tamás Révész,Hungary,"Tamas Revesz was born in Budapest. He is an award-winning photographer. His awards include the Pulitzer Memorial Prize, World Press Photo, and Béla Balázs. Revesz is the author of 12 photo books, but his work has also been publised by major magazines and he is a globally exhibited artist. He has been a member of the international jury of World Press Photo, as well as a Recipient of Howard Chapnik Grant by W. Eugene Smith Foundation. As a curator, he has curated numerous photo exhibitions in Budapest. He has been the organizer of the World Press Photo exhibition in Budapest for more than two decades. He is currently the head of the photojournalism department at the Budapest College of Communication and Business.","{'Revesz', 'W. Eugene Smith Foundation', 'Tamas Revesz', 'Béla Balázs'}",4,"{'the World Press Photo', 'the Budapest College of Communication and Business', 'World Press Photo', 'the Pulitzer Memorial Prize'}",4,{'Budapest'},1
2154,2154,Tang Xiaolan,China,"Tang Xiaolan is a multimedia journalist based in Shanghai, China. 

She specializes in video storytelling and has a passion for audio. 

Mainly focusing on social justice issues, Xiaolan has been working as a journalist for five years, after graduating from the Medill School of Journalism at Northwestern University.

World Press Photo Involvement:
2021 Digital Storytelling Contest winner
 
Tang Xiaolan on Social Media:
Twitter: @ArleneTong",{'Tang Xiaolan'},1,"{'Northwestern University', 'the Medill School of Journalism', 'Social Media', 'Xiaolan'}",4,"{'China', 'Shanghai'}",2
2155,2155,Tanvi Mishra,India,"Tanvi Mishra is a Delhi-based photo editor, curator, and writer. Among her interests are the politics of representation within the photographic medium and its impact on South Asian histories and narratives, as well as the notion of fiction in photography, particularly in the current political landscape. 

Mishra currently works as the creative director of The Caravan, a journal of politics and culture published out of Delhi. She is part of the editorial team of PIX, a South Asian publication and display practice.

In 2013 and 2015, she was part of the Delhi Photo Festival team in India and was the guest curator at the second edition of Photo Kathmandu, held in Nepal in 2016. Her writings on photography have appeared in various publications, such as Transformations-Exploring Changes in an Around Photography, WHY EXHIBIT (published by FW: BOOKS) and The Caravan, amongst others.

She has served on various juries, including the Hindu Photojournalism Awards 2019, the selection committee of World Press Photo's Joop Swart Masterclass, and was a curatorial collaborator for the Greenpeace Photo Award 2018. She is a mentor for the 2019 Women Photograph program.


Instagram: @tanvimishra  Portrait credit: Aditya Kapoor","{'Joop Swart Masterclass', 'Mishra', 'Tanvi Mishra', 'Aditya Kapoor', 'Caravan', 'Photo Kathmandu'}",6,"{'Transformations-Exploring Changes', 'the Greenpeace Photo Award 2018', ""World Press Photo's"", 'the Delhi Photo Festival', 'PIX'}",5,"{'Nepal', 'India', 'Delhi'}",3
2156,2156,Tanya Habjouqa,Jordan,"She approaches her subjects with sensitivity and an eye for the absurd. She is the author of Occupied Pleasures, heralded by TIME magazine and the Smithsonian as one of the best photo books of 2015 (winning a World Press Photo award in 2014). She was the recipient of the Magnum Foundation 2013 Emergency Fund, and mentors grantees from across the Arab region for their “Arab Photographer Documentary Fund” with the Prince Claus Foundation and the Arab Fund for Arts and Culture. Tanya is a founding member of Rawiya, the first all female photo collective of the Middle East and member of NOOR. She lectures ‘Narrative/ National Identity in Photography’ at Al Quds Bard University","{'Rawiya', 'Tanya'}",2,"{'Occupied Pleasures', 'the Prince Claus Foundation', 'Al Quds Bard University', 'NOOR', 'Smithsonian', 'TIME', 'the Arab Fund for Arts and Culture', 'the Magnum Foundation 2013 Emergency Fund'}",8,set(),0
2157,2157,Tanya Lake,Australia,,set(),0,set(),0,set(),0
2158,2158,Tanzim Wahab,Bangladesh,"Tanzim Wahab is a curator, researcher and lecturer. He is the festival director of Chobi Mela International Festival of Photography. 

Wahab, alongside Munem Wasif, has published two editions of Kamra – a comprehensive publication in Bengali, setting ideas and debates of photographic history and theories. He has headed several curatorial research projects and exhibitions. In 2018, he was awarded a curatorial grant by The Foundation for Indian Contemporary Art (FICA) and Korean Cultural Centre India (KCCI) for the project (Dis) Place – an exhibition about displacement; looking at the possibility of a post-historical space and function as a symbolic “act of discharge” on Bangladesh’s fractious histories and geographies (with Hadrien Diez). 

Wahab was the Vice Principal of Pathshala South Asian Media Institute from 2013 - 2015, and is currently a lecturer at the institute. For the 2013, 2015, 2017 and 2019 editions of the Chobi Mela International Festival of Photography, Dhaka, he was a curator, and is now festival director. Wahab has also been a fellow of several programs, including Art for Social Change, United States, and Art Think South Asia (ATSA), India, among others. 


World Press Photo Involvement:
2022 World Press Photo Contest Asia jury chair
2019 Joop Swart Masterclass jury 
6x6 Global Talent Program nominator Portrait credit: Salma Abedin Prithi","{'Tanzim Wahab', 'Joop Swart Masterclass', 'Munem Wasif', 'Hadrien Diez', 'Portrait', 'Wahab', 'Art Think'}",7,"{'The Foundation for Indian Contemporary Art', 'Asian Media Institute', 'the Chobi Mela International Festival of Photography', 'Dhaka', 'Global Talent Program', 'Kamra', 'Chobi Mela International Festival of Photography', 'World Press Photo Involvement', 'Art for Social Change', 'Korean Cultural Centre India', 'Salma Abedin Prithi'}",11,"{'United States', 'India'}",2
2159,2159,Tara Todras-Whitehill,Turkey,"She is extremely invested in women's voices—trying to portray strong women changing the world around them. She is a co-founder of Vignette Interactive, a multimedia and software development company that works with NGOs and media organizations to tell in-depth stories in new and compelling ways. She worked as a staff photographer for the Associated Press for four years in the Middle East, covering the uprisings, revolutions and numerous elections in the Arab world. Before becoming a photographer, she received degrees in telecommunications engineering and international relations from the University of Pennsylvania.",set(),0,"{'the University of Pennsylvania', 'Vignette Interactive', 'the Associated Press'}",3,set(),0
2160,2160,Tarmizy Harva,Indonesia,,set(),0,set(),0,set(),0
2161,2161,Taslima Akhter,Bangladesh,"Taslima Akhter was born in Dhaka, Bangladesh in 1974. Before devoting herself entirely to photojournalism and activism, she studied public administration at the University of Dhaka and photography at Pathshala, the South Asian Media Institute in Bangladesh.  Akhter’s work has been awarded several international prizes, including Time magazine's top 10 photos of the year in 2013 and the Best Photographer Award from the 5th Dali International Photography Exhibition in China in 2013. Her work, ""The Life and Struggle of Garment Workers,"" won the third prize for documentary photography at the Julia Margaret Cameron Award, and also led to her being selected from the entire South-Asia region for the Magnum Foundation scholarship in 2010. Her images have been exhibited in the United States, China, Germany, and Cambodia.  Akhter is currently working as a coordinator of the Bangladesh Garment Workers Solidarity. As a former president of the Bangladesh Students’ Federation, she is also a lecturer of photojournalism at Pathshala, the South Asian Media Institute in Dhaka, Bangladesh. ","{'Margaret Cameron Award', 'Taslima Akhter'}",2,"{'the Bangladesh Students’ Federation', 'Asian Media Institute', 'Time', 'the 5th Dali International Photography Exhibition', 'the Magnum Foundation', 'the Bangladesh Garment Workers Solidarity', 'the University of Dhaka'}",7,"{'China', 'Dhaka', 'Germany', 'the United States', 'Pathshala', 'Bangladesh', 'Cambodia'}",7
2162,2162,Tasneem Alsultan,Saudi Arabia,"Tasneem Alsultan is an investigative photographer and visual storyteller. Her work offers intimate and unique perspectives into the everyday lives of her subjects and largely focuses on documenting social issues and rights-based topics in Saudi Arabia and the Arab Gulf region through a gender lens, challenging stereotypical perceptions of the Middle East and portraying a region and people that do not conform to expectations. Covering stories primarily for The New York Times and National Geographic, Alsultan documents ground-breaking developments in Saudi and the surrounding region.

Having focused her research on anthropological studies of Saudi women, Tasneem holds a bachelor’s degree English Literature and Linguistics from King Abdulaziz University in Jeddah, Saudi, and a master’s degree in social linguistics from Portland State University, United States.

In 2015, Alsultan was selected as one of the ten recipients of the Arab Fund for Art and Culture (AFAC) from the Prince Claus Fund, in partnership with Magnum Foundation. After this, Alsultan began working on her project Saudi Tales of Love which was published in Time’s Lightbox, and later exhibited in Paris Photo, PhotoKathmandu, and Visa Pour L’Image in Perpignan in 2016. 

In 2016, Tasneem was selected by the British Journal of Photography as among the best 16 emerging photographers to watch, and PDN’s 30 photographers to watch in 2017. She was a finalist in the 2017 Sony World Photography Awards, and soon after joined Rawiya, the first all-female photography collective from the Middle East. In 2018, Tasneem joined the Canon Ambassador program as the program’s first Arab female photographer and was selected as one of the 12 participants of World Press Photo’s Joop Swart Masterclass. Following this, in 2019, Tasneem was selected as a recipient of the Catchlight Fellowship in order to continue her work on Saudi women, and received honorable mention for the Anja Niedringhaus Courage in Photojournalism Award.


World Press Photo Involvement:
2022 World Press Photo Contest jury member
2018 Joop Swart Masterclass participant 
6x6 Global Talent Program nominator

Tasneem Alsultan on Social Media: 
Instagram: @tasneemalsultan
Twitter: @tasneemalsultan","{'Perpignan', 'Joop Swart Masterclass', 'Visa Pour L’Image', 'Rawiya', 'Tasneem Alsultan', 'Tasneem'}",6,"{'King Abdulaziz University', 'World Press Photo Involvement', 'The New York Times', 'the Anja Niedringhaus Courage in Photojournalism Award', 'Portland State University', 'Tasneem', 'Alsultan', 'National Geographic', 'Global Talent Program', '@tasneemalsultan', 'Paris Photo', 'the Prince Claus Fund', 'the Arab Fund for Art and Culture (AFAC', 'Social Media', 'Magnum Foundation', 'the British Journal of Photography', 'World Press Photo’s', 'PDN', 'PhotoKathmandu'}",19,"{'Lightbox', 'Jeddah', 'United States', 'Saudi Arabia'}",4
2163,2163,Tatiana Ilina,Russia,"Tatiana Ilina was born in Russia, and lives and works in Moscow. She took up photography aged 20, after a longstanding interest in cinema, especially the French New Wave. She has studied at various photography schools, including The Rodchenko Moscow School of Photography and Multimedia, and holds an MA in journalism form the Independent University of Ecology and Politology in Moscow. Ilina’s work has been exhibited in Russia, Finland, and the US, and she won the Baltic Biennale of Photography award in 2011.",set(),0,"{'the Independent University of Ecology', 'The Rodchenko Moscow School of Photography', 'Ilina’s', 'MA'}",4,"{'Finland', 'Multimedia', 'Tatiana', 'US', 'Russia', 'Moscow'}",6
2164,2164,Tatiana Nikitina,Russia,"Tatiana Nikitina is a Russian photographer, born in Moscow. Her work explores the themes of cultural tradition, ecology, and social adaptation of people with disabilities.

She holds an economics and teaching degree and left a position in an international company in 2017 to devote more time to raising a disabled child and to study photography and photojournalism. 

Nikitina joined the Russian Photo Club in 2018, and completed a documentary photography course at the Docdocdoc School of Modern Photography in 2019 and the ‘Photographer as storyteller’ course at the school of documentary photography ‘Tsekh’ of Sergey Maximishin in 2020. 

Her stories have been published on the RosPhoto portal.

World Press Photo Involvement:
2021 Photo Contest award-winning photographer

Tatiana Nikitina on Social Media:
Instagram: @reportage_photo_ru Image credit: Tatiana Nikitina",{'Nikitina'},1,"{'Social Media', 'the Docdocdoc School of Modern Photography', 'World Press Photo Involvement', 'Tatiana Nikitina', 'the Russian Photo Club', 'RosPhoto'}",6,"{'Moscow', 'Tatiana', 'Nikitina'}",3
2165,2165,Tatiana Vinogradova,Russia,"She studied journalism at St. Petersburg State University. Prior to her career in photography, Tatiana worked as a creative director in advertising. Since 2014 she has been evolving her interest and passion for portraiture, and currently she is working as a portrait and documentary photographer. Tatiana's works have received recognition, winning prestigious awards on a number of professional contests including POYI, NPPA's Best of Photojournalism, Atlanta Photojournalism Contest, CPOY, and Pride Photo Award. Also she was a finalist at Contour by Getty Images Portrait Prize and Kuala Lumpur International Portrait Prize. Tatiana exhibited her photographs in galleries and festivals internationally including the Finnish Museum of Photography in Helsinki, Photoville Festival in New York, Pride Photo Award Exhibition in Amsterdam, Kuala Lumpur Portrait Exhibition, Diffusion Festival in Cardiff and Hellerau Portrait Award Exhibition in Dresden. In her personal work Tatiana focuses on contemporary issues and social injustice in Russia. Her projects dedicated to LGBT community, political prisoners and patients with mental disorders are aimed at increasing tolerance and changing public attitude towards stigmatized groups.","{'Hellerau Portrait Award Exhibition', 'Getty Images Portrait Prize'}",2,"{'POYI', 'St. Petersburg State University', 'the Finnish Museum of Photography', 'CPOY', 'Cardiff'}",5,"{'Dresden', 'Helsinki', 'Kuala Lumpur Portrait Exhibition', 'LGBT', 'Amsterdam', 'Tatiana', 'Russia', 'New York'}",8
