title,photographer,shoot day,Publication agency/magazine,award,description,Shutter Speed,Focal length,F-Stop,ISO,Camera,contest_year,prize,genere,series,persons,organizations,tot_persons,tot_organizations,places,tot_places
The First Embrace,Mads Nissen,"05 August, 2020",Politiken/Panos Pictures,"2021 Photo Contest, World Press Photo of the Year","05 August, 2020
                                                    
                                Rosa Luzia Lunardi (85) is embraced by nurse Adriana Silva da Costa Souza, at Viva Bem care home, São Paulo, Brazil. 
                            
                                                    
                                This was the first hug Rosa had received in five months. In March, care homes across the country had closed their doors to all visitors as a result of the COVID-19 pandemic, preventing millions of Brazilians from visiting their elderly relatives. Carers were ordered to keep physical contact with the vulnerable to an absolute minimum. At Viva Bem, a simple invention, ‘The Hug Curtain', allowed people to hug each other once again. The new coronavirus had first appeared in Wuhan, China, at the end of 2019, and by January 2020 had begun to spread around the world. On 11 March, the World Health Organisation declared the COVID-19 outbreak a pandemic. The disease—transmitted mainly via close contact, respiratory droplets, and aerosols—could be fatal, and people over the age of 70 were one of the groups considered most vulnerable to the disease. Brazilian president, Jair Bolsonaro, dismissed claims about the severity of the pandemic and the danger posed by the virus, undermined quarantine measures adopted at state level, and encouraged Brazilians to continue working to keep the economy afloat. Brazil ended 2020 with one of the worst records globally in dealing with the virus, with some 7.7 million reported cases and 195,000 deaths.","Shutter Speed
                                            1/1600","Focal length
                                            50mm","F-Stop
                                            5.6","ISO
                                            200","Camera
                                            Canon EOS 5D Mark III",2021 Photo Contest, World Press Photo of the Year,,,set(),set(),0.0,0.0,set(),0.0
Minneapolis Unrest: The George Floyd Aftermath,John Minchillo,"28 May, 2020",Associated Press,"2021 Photo Contest, Spot News, Stories, 3rd Prize","28 May, 2020
                                                    
                                Protesters demonstrate outside of the burning Minneapolis Police Department 3rd Precinct, in Minneapolis, Minnesota, USA. With protesters surrounding the building, firefighters couldn’t reach the station, and it was left to burn through the night.
                            
                                                    
                                On 25 May, George Floyd, a 46-year-old Black man, died while being arrested by Minneapolis police in Minneapolis, Minnesota, USA. Four days later, Derek Chauvin, the police officer who had been filmed kneeling on Floyd’s neck for more than nine minutes, was charged with murder. A bystander video of the encounter went viral, setting off protests first in Minneapolis and then around the rest of the country. Thousands of people gathered at a makeshift memorial the day after Floyd’s death, where organizers of the rally emphasized keeping the protest peaceful. Although daytime rallies throughout the metropolitan area were mostly peaceful events, nighttime demonstrations escalated into more extreme action, including looting and arson, in which people who were not part of the protest became involved. On 28 May the National Guard was activated. To many, the violence was an understandable response to years of injustice at the hands of the police. In the months that followed, large protests were held in more than 150 American cities, a nationwide call for racial justice not seen since the civil rights protests of the 1960s. Polls taken in June by four different agencies indicate that between 15 million and 26 million people across the US participated in the protests, making it the largest movement in US history. Protests in support of the Black Lives Matter (BLM) movement spread to more than 2,000 cities in some 60 countries worldwide.","Shutter Speed
                                            1/100","Focal length
                                            16-35mm","F-Stop
                                            f/2.8","ISO
                                            6400","Camera
                                            Canon EOS-1D X Mark II",2021 Photo Contest, 3rd Prize, Spot News, Stories,set(),set(),0.0,0.0,set(),0.0
Presidential Vacancy,Ernesto Benavides,"12 November, 2020",Agence France-Presse,"2021 Photo Contest, Spot News, Stories, 2nd Prize","12 November, 2020
                                                    
                                Demonstrators confront riot police who have formed a blockade to prevent them from reaching the Peruvian Congress building, in Lima, Peru.
                            
                                                    
                                Peru saw its greatest political instability in 20 years in mid-November, with three presidents coming into power over the course of little more than a week, resulting in massive protests throughout the country. On 9 November, the Peruvian national congress impeached President Martin Vizcarra, condemning his handling of the COVID-19 crisis and alleging that he had taken bribes while serving as a regional governor—a claim he denied. During his tenure, Vizcarra faced opposition from Congress, but amassed wide popularity, especially among Peruvian youth, as an anti-corruption crusader. Crowds began to gather at Plaza San Martín in Lima in protest at Congress’s move, spawning demonstrations in other parts of the country. Congress speaker Manuel Merino was installed as interim president on 10 November, sparking accusations of a parliamentary coup. Protests intensified, and on 12 November a National March occurred throughout Peru, demanding his resignation. On 14 November, thousands of people again took to the streets in a second National March, with many dressed in black. In Lima, two people were killed and more than 100 were injured in violent clashes with police. Manuel Merino resigned on 15 November, setting off celebrations in the streets. A new president, Francisco Sagasti, was inaugurated two days later.","Shutter Speed
                                            1/320","Focal length
                                            24-70mm","F-Stop
                                            f/2.8","ISO
                                            6400","Camera
                                            Nikon D4S",2021 Photo Contest, 2nd Prize, Spot News, Stories,set(),set(),0.0,0.0,set(),0.0
Port Explosion in Beirut,Lorenzo Tugnoli,"04 August, 2020","Contrasto, for The Washington Post","2021 Photo Contest, Spot News, Stories, 1st Prize","04 August, 2020
                                                    
                                Firefighters work to put out the fires that engulfed warehouses in Beirut, Lebanon, after a massive explosion in the port. Up to ten firefighters died in the blast.
                            
                                                    
                                At around 6pm on 4 August, a massive explosion, caused by more than 2,750 tons of high density ammonium nitrate, shook Lebanon’s capital Beirut. The explosive compound was being stored in a warehouse in the port. Some 100,000 people lived within a kilometer of the warehouse. The explosion, which measured 3.3 on the Richter scale, damaged or destroyed around 6,000 buildings, killed at least 190 people, injured a further 6,000, and displaced as many as 300,000. The ammonium nitrate came from a ship that had been impounded in 2012 for failing to pay docking fees and other charges, and apparently abandoned by its owner. Customs officials wrote to the Lebanese courts at least six times between 2014 and 2017, asking how to dispose of the explosive. In the meantime, it was stored in the warehouse in an inappropriate climate. It is not clear what detonated the explosion, but contamination by other substances, either while in transport or in storage, appear the most likely cause. Many citizens saw the incident as symptomatic of the ongoing problems the country is facing, namely governmental failure, mishandling and corruption. In the days after the blast, tens of thousands of demonstrators filled the streets of central Beirut, some clashing with security forces and taking over government buildings, in protest against a political system they saw as unwilling to fix the country’s problems.","Shutter Speed
                                            1/200","Focal length
                                            35mm","F-Stop
                                            f/1.8","ISO
                                            800","Camera
                                            Sony ILCE-7RM3",2021 Photo Contest, 1st Prize, Spot News, Stories,set(),set(),0.0,0.0,set(),0.0
Forest Fire,Nuno Andre Ferreira,"07 September, 2020",Agência Lusa,"2021 Photo Contest, Spot News, Singles, 3rd Prize","07 September, 2020
                                                    
                                A child sits inside a car close by a forest fire in Oliveira de Frades, Portugal.
                            
                                                    
                                A wildfire began in Oliveira de Frades, about 100 kilometers from Porto in eastern Portugal, on 7 September, and spread some 30 kilometers west, to Sever do Vouga, and 40 kilometers southwest, to Águeda, in the neighboring district. At least 300 firefighters, 100 land vehicles and ten firefighting planes battled the blaze in a landscape dominated by eucalyptus trees. The uncontrolled spread of eucalyptus trees—which supply raw material for an economically important pulp industry, but which are extremely flammable—are a major factor in the rapid spread of wildfires. Portugal has a wildfire season lasting from June to September. Its hot climate, consistent warm winds coming off the Atlantic, and a well-forested landscape make it particularly susceptible to fire. Extreme temperatures and severe drought contributed to the 2020 fire season. A 2020 report released jointly by the Portuguese Association of Nature and the World Wide Fund for Nature states that Portugal is the European country worst affected by wildfires: more than three percent of its forest burns every year.","Shutter Speed
                                            1/30","Focal length
                                            24-70mm","F-Stop
                                            f/2.8","ISO
                                            4000","Camera
                                            Canon EOS-1D X",2021 Photo Contest, 3rd Prize, Spot News, Singles,set(),set(),0.0,0.0,set(),0.0
Waiting for Release at a Temporary Detention Center in Belarus,Nadia Buzhan,"22 July, 2020",,"2021 Photo Contest, Spot News, Singles, 2nd Prize","22 July, 2020
                                                    
                                Olga Sieviaryniec waits for her husband Paval outside a detention center on Akrestsin Street, Minsk, Belarus.
                            
                                                    
                                Paval Sieviaryniec had been held on remand since 7 June, and his family had learned he was about to be released. Olga waited outside the prison for two hours, but Paval was not freed. Paval Sieviaryniec is a Christian Democrat politician and a well-known political activist. He is one of the founders of Youth Front, a youth movement supporting civil society based on Christian-democratic principles and the free market, and the education of young people to revive Belarusian national culture and language. He was arrested while collecting signatures in support of candidates to stand against President Alexander Lukashenko in his bid for a sixth consecutive term in office. Lukashenko had been in power since 1994. Dubbed ‘Europe’s last dictator’ by media outlets, he had frequently repressed opposition, and had not had a serious challenge to his leadership in the previous five elections. Amnesty International considers Paval Sieviaryniec a prisoner of conscience. He was still in prison in early 2021, partly in solitary confinement and unable to meet with a lawyer. He was denied access to books and television, and his Bible was taken from him.","Shutter Speed
                                            1/1250","Focal length
                                            24-70mm","F-Stop
                                            f/2.8","ISO
                                            200","Camera
                                            EOS 6D Mark II",2021 Photo Contest, 2nd Prize, Spot News, Singles,set(),set(),0.0,0.0,set(),0.0
Emancipation Memorial Debate,Evelyn Hockstein,"25 June, 2020",For The Washington Post,"2021 Photo Contest, Spot News, Singles, 1st Prize","25 June, 2020
                                                    
                                A man and woman disagree on the removal of the Emancipation Memorial, in Lincoln Park, Washington DC, USA.
                            
                                                    
                                The Emancipation Memorial shows President Abraham Lincoln holding the Emancipation Proclamation in one hand, with his other hand over the head of a Black man in a loincloth, kneeling at his feet. Critics argue that the statue is paternalistic, demeaning in its depiction of Black Americans, and that it doesn’t do justice to the role that Black people played in their own liberation. Those against removal say it is a positive depiction of people being freed from the shackles of slavery, and that removing such monuments can amount to an erasing of history. The drive to remove the statue came amid a wave of calls to take down monuments of Confederate generals nationwide, a move largely welcomed by activists from the Black Lives Matter (BLM) movement, who see Confederate and other such monuments as reminders of an oppressive history. They call for a more honest accounting of American history. Officials had erected barriers around the Emancipation Memorial in advance of demonstrations. Residents posted notes on the fence expressing their views, and on 25 June around 100 people gathered at the monument arguing about what it meant. In February 2021, congresswoman Eleanor Holmes Norton reintroduced a bill in the US Congress to have the statue removed and taken to a museum.","Shutter Speed
                                            1/200","Focal length
                                            24-70mm","F-Stop
                                            f/2.8","ISO
                                            1250","Camera
                                            ILCE-9M2",2021 Photo Contest, 1st Prize, Spot News, Singles,set(),set(),0.0,0.0,set(),0.0
Thoughts of Flight,Fereshteh Eslahi,"11 September, 2020",Podium Photos,"2021 Photo Contest, Sports, Stories, 3rd Prize","11 September, 2020
                                                    
                                Saeed allows his brother’s prey bird to fly, at home in Gachsaran, Iran. He says he wants to untie it and set it free.
                            
                                                    
                                Saeed Ramin is a professional traceur (practitioner of parkour) living in Gachsaran, Iran. Seven years ago, Saeed fell in a parkour competition, injuring the spinal cord in his neck. The aim of parkour is to get from one point to another in complex—usually urban—environments, without assistive equipment and in the fastest and most efficient way possible: running, vaulting, swinging, climbing and all manner of other movements, sometimes in dangerous situations such as between high rooftops. A year before he was injured, Saeed broke the Iranian record for jumping over an air bridge over asphalt. Parkour was popularized in the late 1990s and 2000s through films, video games, documentaries and advertisements, and it became popular in Iran after two Iranian traceurs appeared in the documentary, Jump London—although it is prohibited outdoors and in cities across much of the country. Saeed’s injury when he fell was so severe that he could only blink, and doctors said he wouldn’t even be able to sit in a wheelchair. Saeed couldn’t afford extended hospital treatment, but with the help of his family, he improvised rehabilitation equipment in his yard, and despite the doctors' predictions, was able to regain the mobility of his hands. Saeed has regained more of his abilities, and is now able to manage a wheelchair. He still likes to do things other people are afraid of.","Shutter Speed
                                            1/500","Focal length
                                            24-105mm","F-Stop
                                            f/4","ISO
                                            250","Camera
                                            Canon EOS 6D",2021 Photo Contest, 3rd Prize, Sports, Stories,set(),set(),0.0,0.0,set(),0.0
Faces of Bridge,Henrik Hansson,"04 August, 2020",,"2021 Photo Contest, Sports, Stories, 2nd Prize","04 August, 2020
                                                    
                                A competition in the Borlänge Bridge Club clubhouse takes around three hours, Borlänge, Sweden.
                            
                                                    
                                The Borlänge Bridge Club in the municipality of Borlänge in Sweden has around 100 members. For a while, the COVID-19 pandemic put a stop to games, but during the summer, a solution was found by separating players by means of crossed plexiglass screens. A tactical game of skill, contract bridge (or simply bridge) has its origins in the 16th century, in what were known as trick-taking games, but evolved into its present form in the 19th and 20th centuries. Today’s game is based on rules set out by Harold Stirling Vanderbilt, an American railroad executive, in 1925. A World Bridge Federation coordinates revision of laws, and conducts world championships. Duplicate bridge, in which the same deal of cards is used at each table, is the most widely employed variation of contract bridge in club and tournament play. Bridge, as chess, is recognized as a ‘mind sport’ by the International Olympic Committee, although neither has yet been found eligible for the main Olympic program. The Swedish Bridge Federation currently has around 27,000 members and operates an annual bridge festival with more than 8,500 tables in play.","Shutter Speed
                                            1/1000","Focal length
                                            50mm","F-Stop
                                            f/1.8","ISO
                                            400","Camera
                                            Canon EOS 5D Mark IV",2021 Photo Contest, 2nd Prize, Sports, Stories,set(),set(),0.0,0.0,set(),0.0
Those Who Stay Will Be Champions,Chris Donovan,"14 February, 2019",,"2021 Photo Contest, Sports, Stories, 1st Prize","14 February, 2019
                                                    
                                Flint Jaguars player Dana Homes high-fives one of his coaches as he leaves the locker room for warm-up, in Flint, Michigan, USA.
                            
                                                    
                                The Flint Jaguars basketball team in Flint, Michigan, USA, embodies efforts to nurture stability, encourage mutual support and strengthen community spirit in a city struggling to survive. Flint, the birthplace of General Motors, is striving against outmigration caused by a precipitous decline in its motor industry, a health crisis brought about by the authorities switching water-supply sources without proper safeguards, and the systemic neglect of high-poverty, predominantly Black neighborhoods. Basketball is an integral part of Flint culture, and the city once produced dozens of big names at collegiate and professional levels. For decades, four high school teams battled as fierce rivals. Now there is only one high school in town. The Flint Jaguars were established in 2017, merging the teams of the last two schools that remained at the time. In 2020, the team fought to turn around what had up until then been a nearly winless history. By March, they were prepared to head to the division finals with an 18-4 record, having won more games in 2020 than in the previous three years combined. Their play-off run ended prematurely when COVID-19 forced the cancellation of the season. Nevertheless, the student athletes had had a taste of collective success.","Shutter Speed
                                            1/160","Focal length
                                            24-70mm","F-Stop
                                            f/2.8","ISO
                                            1600","Camera
                                            Canon EOS 5D Mark III",2021 Photo Contest, 1st Prize, Sports, Stories,set(),set(),0.0,0.0,set(),0.0
