title,photographer,shoot day,Publication agency/magazine,award,description,Shutter Speed,Focal length,F-Stop,ISO,Camera,contest_year,prize,genere,series,persons,organizations,tot_persons,tot_organizations,places,tot_places
,Joachim Ladefoged,"24 April, 2002",Agence Vu for Geo,"2003 Photo Contest, Daily Life, Singles, 2nd prize","24 April, 2002
                                                    
                                Boys, reflected in the windscreen of a parked car, play in the streets. Once at the crossroads of ancient spice routes, Yemen has for centuries been a meeting-point for Africa, Asia and the Middle East. The country maintains much of its tribal character and many traditional ways. Blood feuds and vendettas between rival family groups still arouse local passions, and a number of foreigners have been kidnapped by groups making demands on the authorities. The Yemeni government has expressed support for the American campaign against terrorism, yet on the streets there have been public protests against such issues as Israel's occupation of the Palestinian territories.",,,,,,2003 Photo Contest, 2nd prize, Daily Life, Singles,set(),set(),0.0,0.0,"{'Israel', 'Yemen'}",2.0
,Christophe Gin,"01 July, 2002",Agence Vu for Cosmopolitan,"2003 Photo Contest, Daily Life, Singles, 1st prize","01 July, 2002
                                                    
                                Every night, 'Samantha', crosses from Surinam to work as a prostitute on the French Guianese side of the river Maroni. The banks of the Maroni river have become something of an El Dorado in recent years, after the local government began selling licenses for small scale mining, an expansion on existing commercial operations. Garimpeiros flocked from neighboring countries such as Brazil to prospect for gold, setting up camp on both sides of the river. Uncontrolled mining activity has disrupted local life, leading to increased violence, alcohol abuse and prostitution.",,,,,,2003 Photo Contest, 1st prize, Daily Life, Singles,{'Garimpeiros'},set(),1.0,0.0,"{'Surinam', 'El Dorado', 'Brazil'}",3.0
,Patrick Andrade,"15 February, 2002",Gamma for Newsweek,"2003 Photo Contest, Children's Award, Singles, Individual awards","15 February, 2002
                                                    
                                A boy crouches beneath a truck to gather stray lumps of charcoal dropped during distribution by Red Cross workers in Kabul, Afghanistan. 

Twenty years of conflict have ravaged the country and made everyday life difficult, especially in Kabul and the densely populated south. Winter brought further difficulties to an already destitute population. Aid organizations implemented programs to help with reconstruction of the country, including rehabilitating the water supply and providing blankets, winter fuel and plastic sheeting.

Patrick Andrade: 'Residents of Kabul were lining up to receive their rations of charcoal and other aid – a cold and extremely dusty scene that left a black mask on everyone's face. Among the adults arguing over their place in line was a group of children who waited around the supply truck to dart in when pieces of coal fell from the bags as they were being unloaded. Two of the boys had found a place beneath the truck, out of sight, where they could sift through the sand without being confronted. Scared and choking from the dust, they filled their bags with scraps of charcoal for themselves and their families.' 
(World Press Photo retrospective Children's Jury exhibition, 2003)",,,,,,2003 Photo Contest, Individual awards, Children's Award, Singles,{'Patrick Andrade'},"{'World Press Photo', 'Red Cross'}",1.0,2.0,"{'Afghanistan', 'Kabul'}",2.0
,Fernando Moleres,"01 August, 2002",,"2003 Photo Contest, Arts and Entertainment, Stories, 3rd prize","01 August, 2002
                                                    
                                A record 29,000 people from 20 different countries attended the annual Burning Man festival. Billed as a week-long celebration of art, counterculture and radical self-expression, the festival began in 1986 in San Francisco, but in 1990 moved to its present location. It culminates with the ceremonial torching of a gigantic wooden statue of a man.",,,,,,2003 Photo Contest, 3rd prize, Arts and Entertainment, Stories,set(),set(),0.0,0.0,{'San Francisco'},1.0
,Alexandra Boulat,"01 January, 2002",VII for Paris Match,"2003 Photo Contest, Arts and Entertainment, Stories, 2nd prize","01 January, 2002
                                                    
                                At his studio on the Avenue Marceau, Yves Saint Laurent assesses one of the gowns to be presented at his last show. The veteran French designer closed his offices after 40 years as a leader on the fashion scene. He gave his final haute couture show at Centre Georges Pompidou in Paris in January.",,,,,,2003 Photo Contest, 2nd prize, Arts and Entertainment, Stories,{'Yves Saint Laurent'},set(),1.0,0.0,{'Paris'},1.0
,Peter Bialobrzeski,"01 January, 2001",Laif Photos & Reportagen for Geo,"2003 Photo Contest, Arts and Entertainment, Stories, 1st prize","01 January, 2001
                                                    
                                Neon Tigers: Hong Kong. Asian cityscapes have undergone radical change in recent years.",,,,,,2003 Photo Contest, 1st prize, Arts and Entertainment, Stories,set(),set(),0.0,0.0,{'Hong Kong'},1.0
,Paolo Porto,"01 February, 2002",for Compagnie Thor,"2003 Photo Contest, Arts and Entertainment, Singles, 3rd prize","01 February, 2002
                                                    
                                Ines Cera of the Belgian dance troupe Compagnie Thor improvises in the studio.",,,,,,2003 Photo Contest, 3rd prize, Arts and Entertainment, Singles,{'Ines Cera'},{'Compagnie Thor'},1.0,1.0,set(),0.0
,Emanuele Scorcelletti,"01 May, 2002",Gamma,"2003 Photo Contest, Arts and Entertainment, Singles, 2nd prize","01 May, 2002
                                                    
                                US actress Sharon Stone puts on a show for photographers. She was at the French coastal resort as a jury member for the Cannes Film Festival. During the day she would judge films with jury members, and in the evening attend public screenings, such as the one depicted here.",,,,,,2003 Photo Contest, 2nd prize, Arts and Entertainment, Singles,{'Sharon Stone'},{'the Cannes Film Festival'},1.0,1.0,{'US'},1.0
,Dan Winters,"02 November, 2002",for The New York Times Magazine,"2003 Photo Contest, Arts and Entertainment, Singles, 1st prize","02 November, 2002
                                                    
                                Leonardo DiCaprio starred in two major films in 2002. Martin Scorsese's 'Gangs of New York' and Steven Spielberg's 'Catch Me if You Can' opened within five days of each other at the end of the year. In the first, set in 1860s New York, DiCaprio plays a young Irish man out to avenge the death of his father. The second is based on the story of a real-life teenage con artist. After the hype surrounding Titanic in 1997, DiCaprio appeared to slip from public favor and critical esteem, and for a while took something of a background role. Appearing in two major films, released so close together, shot him back into the limelight.",,,,,,2003 Photo Contest, 1st prize, Arts and Entertainment, Singles,"{'Leonardo DiCaprio', ""Steven Spielberg's"", ""Martin Scorsese's"", 'DiCaprio'}","{""Gangs of New York'"", 'Titanic'}",4.0,2.0,{'New York'},1.0
,Erik Refner,"07 June, 2001",for Berlingske Tidende,"2002 Photo Contest, World Press Photo of the Year","07 June, 2001
                                                    
                                The body of a 1-year-old boy who died of dehydration is prepared for burial at Jalozai refugee camp in northwest Pakistan. According to Muslim tradition, the male family members wrap the child’s body in a white funeral shroud. In this case it was the child’s father, his uncle and an imam. The family, originally from North Afghanistan, had sought refuge from political instability and the consequences of drought in Pakistan. At the time, nearly one-fourth of the world’s refugees were from Afghanistan.

                            
                                                    
                                Decades of political instability and drought in Afghanistan had driven tens of thousands of people into neighboring Pakistan, even before the US invasion of Afghanistan in October 2001. Jalozai was one of the largest refugee camps, with up to 80,000 people living in appalling conditions, many dying of dehydration and disease. It was closed in February 2002. Viewers told the photographer that the sensitive images, giving a clue to conditions rather than being brutally graphic, had a powerful impact.",,,,,,2002 Photo Contest, World Press Photo of the Year,,,{'Jalozai'},{'Jalozai'},1.0,1.0,"{'Afghanistan', 'US', 'Pakistan'}",3.0
