,id,photographer,nationality,description,persons,tot_persons,organizations,tot_organizations,places,tot_places
2047,2047,Shayne Robinson,South Africa,,set(),0,set(),0,set(),0
2048,2048,Shehab Uddin,Australia,"Shehab has worked as a photographer, and team-leader at Sangbad and Drik. His work has been exhibited globally and won numerous awards, including Magnum Foundation Emergency Fund, Alexia Foundation Professional Grant, and All Roads (HM) National Geographic, WHO, and Asahi Shimbun. He has been published internationally, in The New York Times, Vice, Time Journal of Photography, The Politiken, USA Today, The Guardian, Der Spiegel, and Nepali Times, amongst others. Shehab’s work is in the collections of Kiyosato Museum of Photographic Arts (Japan), State Library of Queensland (Australia) Dhaka Nagar Jadughar (Dhaka City Museum) and Liberation War Museum (Bangladesh). Shehab has completed Doctor of Visual Arts in 2017 at GU and was named a Panos Media Fellow in 2005.","{'Dhaka Nagar Jadughar', 'Der Spiegel', 'Shehab', 'Asahi Shimbun'}",4,"{'Liberation War Museum (Bangladesh', 'Magnum Foundation Emergency Fund', 'Alexia Foundation Professional Grant', 'Dhaka City Museum', 'Time Journal of Photography', 'GU', 'National Geographic', 'Kiyosato Museum of Photographic Arts', 'State Library of Queensland (Australia', 'The Politiken, USA Today', 'Nepali Times', 'Guardian', 'The New York Times'}",13,"{'Drik', 'Japan', 'Sangbad'}",3
2049,2049,Sheng-Wen Lo,none,"Sheng-Wen Lo's works investigate the relationships between non-humans and contemporary society, often taking daily experiences as points of departure. He makes use of still/moving images, installations, video games, escape rooms and various media. He is the creative director of Lightbox, a public photo library and a center for contemporary photography in Taipei, Taiwan.

During his residency in Europe, he facilitates connections between the Taiwanese and international contemporary photography scenes through talks, discussions, writings, and collaborations. Sheng is an artist in residence at the Rijksakademie (2019-2021) in Amsterdam, and has been working with National Geographic and the Embassy of the North Sea.

His recent works are shown at the Foam Fotografiemuseum, EYE Filmmuseum, and Art Rotterdam in the Netherlands, ICP Museum in New York, MMCA in South Korea, FORMAT Photo Festival, Belfast Photo Festival in the UK, UCCA in Beijing, LianZhou Foto in China, National Gallery of Victoria (NGV) in Australia, and Taiwan Biennial at NTMoFA in Taiwan.

Sheng-Wen Lo is a winner of Foam Talent (2021), and a fellowship/stipend recipient of De Nederlandsche Bank, Prince Claus Fund (2019), and Mondriaan Fond (2018).","{'Art Rotterdam', 'Sheng', 'Mondriaan Fond', 'LianZhou Foto'}",4,"{'ICP Museum', 'Prince Claus Fund', 'Lightbox', ""Sheng-Wen Lo's"", 'EYE Filmmuseum', 'MMCA', 'Belfast Photo Festival', 'UCCA', 'FORMAT Photo Festival', 'National Gallery of Victoria', 'NGV', 'Sheng-Wen Lo', 'De Nederlandsche Bank', 'National Geographic'}",14,"{'Taipei', 'New York', 'Amsterdam', 'Australia', 'South Korea', 'NTMoFA', 'Taiwan', 'China', 'Netherlands', 'Beijing', 'UK'}",11
2050,2050,Shiho Fukada,USA,"She started her career as a news photographer in New York a decade ago and currently produces underreported stories both in video and photography. Her work has been recognized by The Visa d’or - Daily Press Award at Perpignan, The Society of Publishers in Asia, Days Japan International Photojournalism Award, Best of Photojournalism, Unicef Photo Award among others. She has a degree in English literature from Sophia University in Japan and received a diploma in multimedia journalism from Ateno de Manila University in the Philippines. She has also received grants from Alicia Patterson Fellowship and Pulitzer Center for Crisis Reporting. Her work has been featured in numerous publications including The New York Times, Time, Stern, New Yorker, Le Monde, and Bloomberg Markets, among others. She is internationally represented by Panos Pictures.","{'Bloomberg Markets', 'Alicia Patterson Fellowship', 'Le Monde', 'New Yorker'}",4,"{'Time', 'Panos Pictures', 'Ateno de Manila University', 'The New York Times', 'The Society of Publishers', 'Sophia University', 'Visa', 'Perpignan,'}",8,"{'Stern', 'Philippines', 'Japan', 'New York'}",4
2051,2051,Shirley Abraham and Amit Madheshiya ,India,"Shirley Abraham and Amit Madheshiya are Cannes prize-winning Indian documentary filmmakers.

The Cinema Travellers is their debut documentary. It premiered as an Official Selection at Cannes Film Festival 2016. It has since been screened at a hundred and twenty five film festivals worldwide and won nineteen awards, including the President’s Medal in India. Shirley Abraham and Amit Madheshiya’s film Searching for Saraswati is India’s first Op-Doc for The New York Times. Their recent film, Once Upon a Lynching, is supported by Field of Vision, The Guardian and the Pulitzer Center.

Shirley and Amit’s work is supported by the Sundance Institute, MacArthur Foundation, IDFA Bertha Fund, Bertha Foundation, Arts Council of England, Filmmaker Fund and Catapult Film Fund. They have been fellows of Sundance Labs, Cluster of Excellence Heidelberg, India Foundation for the Arts and Goethe-Institut.

Amit Madheshiya has received a World Press Photo Award in 2011 and a World Photography Award in 2009, and 2011. 
 
Shirley Abraham and Amit Madheshiya on Social Media: 
Twitter: @amitmadheshiya, @shirley_abraham","{'Shirley Abraham', 'Shirley'}",2,"{'Filmmaker Fund', 'the Sundance Institute', 'Bertha Foundation', 'Searching for Saraswati\xa0', 'World Press Photo Award', 'Field of Vision', 'Catapult Film Fund', '@shirley_abraham', 'IDFA Bertha Fund', 'Sundance Labs', 'Social Media', '@amitmadheshiya', 'Madheshiya', 'India Foundation', 'Guardian', 'MacArthur Foundation', 'The New York Times', 'Arts Council of England'}",18,{'India'},1
2052,2052,Shisei Kuwabara,Japan,,set(),0,set(),0,set(),0
2053,2053, Shobha,Italy,,set(),0,set(),0,set(),0
2054,2054,Shoeb Faruquee,Bangladesh,,set(),0,set(),0,set(),0
2055,2055, Sholihuddin,Indonesia,,set(),0,set(),0,set(),0
2056,2056,Shumin Wei,China,"Shumin Wei is a Chinese visual storyteller.

In 2018, as an intern at Beijing-based media group Caixin Media, she contributed to the report on the Carbon Nine Leakage in Quangang, Fujian, China. Her subsequent documentary about two families affected by the disaster was nominated at The Third West Lake Youth Documentary Forum.

As a fellow of the Global Reporting Program from 2018 to 2019, Wei was part of the production team of the documentary film 'The Fish You (Don't Know You) Eat"", awarded first place in the Multimedia Production category of the 2020 Canada Emerge Media Awards and nominated for the Online News Award.

Wei joined Caixin Media as a video journalist after graduating from the School of Journalism and Communication at Nanjing University in June 2019. 

World Press Photo Involvement:
2021 Digital Storytelling Contest winner

Shumin Wei on Social Media:
Instagram: @93_omo Image credit: Yingfei Liang","{'Caixin Media', 'Wei', 'Yingfei Liang', 'Shumin Wei'}",4,"{'the School of Journalism and Communication', 'Social Media', 'Nanjing University', 'the Global Reporting Program'}",4,"{'Quangang', 'Beijing', 'China', 'Fujian'}",4
2057,2057,Sidney Martin,United Kingdom,"English photographer Sidney Louis Martin (born in 1895, year of death unknown) was a photographer for the Sunday Graphic between 1945 and 1948. In April 1950, he joined Kemsley Newspapers as a regular casual photographer and rejoined the staff in July 1951. Kemsley Newspapers sold their titles, including the Sunday Graphic and The Sunday Times to Thomson Newspapers in 1959. The Sunday Graphic was closed in 1960 and Sidney Martin left Thomson Newspapers in 1965.","{'Kemsley Newspapers', 'Sidney Martin', 'Sidney Louis Martin'}",3,"{'The Sunday Times', 'Thomson Newspapers'}",2,set(),0
2058,2058,Sigrid Nygaard,Denmark,"She graduated as a photojournalist from The Danish School of Media and Journalism (2008) and was awarded with honorable mentions at the Danish Picture of the Year in 2016 and 2017. She was also nominated for a Cavling award, the Danish Pulitzer Prize, in 2016. Sigrid is a visiting lecturer at The Danish School for Media and Journalism, DIS Copenhagen and Copenhagen Film and Photography School. She believes in the importance of consistently fighting for visual storytelling in a changing media landscape. She strives to commission and produce outstanding documentary photography, often with an eye to experimental forms and expressions. Sigrid has been a jury member of Picture of the Year in Denmark (2011), and Picture of the Year in Sweden (2012). She also co-founded a newsletter on Danish documentary photography. When not working with photography, she spends much of her time on the island of Amager on the outskirts of Copenhagen, with her husband Emil Ryge and their two children.",{'Emil Ryge'},1,"{'Copenhagen', 'the Danish Pulitzer Prize', 'The Danish School of Media'}",3,"{'Sweden', 'Denmark'}",2
2059,2059,Silva ,Italy,,set(),0,set(),0,set(),0
2060,2060,Silvia Izquierdo,Peru,"Silvia Izquierdo is Associated Press’s (AP) Chief Photographer for Brazil.

World Press Photo Involvement:
Award-winning photographer 1998 Photo Contest
Award-winning photographer 2020 Photo Contest

Silvia Izquierdo on Social Media:
Twitter: @sizqui
Instagram: @sizki",{'Silvia Izquierdo'},1,"{'AP', 'Associated Press’s', '@sizqui', 'World Press Photo Involvement', '@sizki', 'Social Media'}",6,{'Brazil'},1
2061,2061,Silvia Omedes,Spain,"Silvia has been the director of Photographic Social Vision Foundation in Barcelona since 2001, having begun her career working as exhibition coordinator at the Guggenheim Museum in New York. As a visual editor, she has worked for the publishing house Blume and the magazine OjodePez. Silvia combines visiting lectures on documentary photography in different private and public schools in Spain with the creation of alternative photography projects that challenge our society and shed light and create awareness of social issues worldwide. She has been a tutor for World Press Photo’s Masterclasses in Europe and Latin America, and a jury member for Joven Talento FNAC 2015, Czech Press Photo, LUX, and Poy Latam 2017. She is also an official nominator of young talents for the World Press Photo Foundation. As a photographer agent, she offers consulting services to both individual authors and collections, providing management skills and strategies for the professional exploitation of photographic archives. Her clients include the first woman photojournalist in Spain, Joana Biarnés, and the heirs of the Jácques Léonard Family Archive. Since 2014 she is a member of the Impulse Commission for the National Photography Plan of Government of Catalonia.","{'Joana Biarnés', 'Poy Latam', 'Silvia'}",3,"{'Czech Press Photo', 'the Impulse Commission', 'the Guggenheim Museum', 'the World Press Photo Foundation', 'the National Photography Plan of Government', 'OjodePez', 'LUX', 'the Jácques Léonard Family Archive', 'Blume', 'World Press Photo’s', 'Photographic Social Vision Foundation'}",11,"{'Barcelona', 'Spain', 'Catalonia', 'New York'}",4
2062,2062,Sim Chi Yin,Singapore,"Originally a print journalist and foreign correspondent at The Straits Times for nine years before quitting to photograph fulltime, she now works on self-directed projects in Asia. She has completed multimedia, photography and video commissions for international publications including Le Monde, National Geographic, The New York Times, The New Yorker, and TIME. In 2010 Chi Yin was awarded a Magnum Foundation “Photography and Human Rights” fellowship at New York University, and in 2013 she was a finalist in the W. Eugene Smith Grant in Humanistic Photography. Her long-term project, Dying to Breathe: The Unseen Cost of Gold Mining, supported by the Pulitzer Center on Crisis Reporting, was released in 2015.","{'Chi Yin', 'W. Eugene Smith'}",2,"{'The Straits Times', 'the Pulitzer Center on Crisis Reporting', 'New York University', 'The New Yorker', 'TIME', 'National Geographic', 'The New York Times'}",7,set(),0
2063,2063,Simon Bruty,none,,set(),0,set(),0,set(),0
2064,2064,Simon E. Smit,The Netherlands,"Dutch press photographer Simon E. Smit, born in The Hague in 1914, started his career as a press photographer in 1931. He worked press agency Vaz Dias and Polygoon and worked for the Dutch newspapers Het Binnenhof and the Haagsche Courant. He was one of the first Dutch photographers who took to the streets, roaming and searching for subjects.  Simon Smit died in December 2012.","{'Simon E. Smit', 'Vaz Dias', 'Simon Smit'}",3,{'the Haagsche Courant'},1,{'The Hague'},1
2065,2065,Simon Njami,Cameroon,"He studied philosophy, art history, law, and modern literature at the Sorbonne in Paris. Njami was the co-founder and editor-in-chief of Revue Noire, a journal of contemporary African and extra-occidental art. He served as artistic director of the Bamako Photography Biennale for ten years, collaborating with the European Union in the implementation of the event. From 2000 to 2010, Njami served as advisor to the AFAA, the cultural branch of the French Ministry of Foreign Affairs, in establishing their cultural cooperation policy towards African, Caribbean, and Pacific countries.

	Njami has been a member of numerous art and photography juries, including for the World Press Photo contest, in 2006 and 2008. He also acts as a nominator for the Joop Swart Masterclass. He co-curated the first African pavilion at the 52nd Venice Biennale in 2007 and has curated numerous other exhibitions of contemporary art and photography, including Africa Remix (2004 to 2007) and the first African Art Fair, held in Johannesburg in 2008. He has been a member of boards of numerous museums, a visiting professor at the University of San Diego California, and a member of the acquisition committee of FRAC Réunion. He is currently directing the pan-African master classes in photography, a project that he conceived with the Goethe Institut.","{'Njami', 'Revue Noire'}",2,"{'the French Ministry of Foreign Affairs', 'the Goethe Institut', 'the Bamako Photography Biennale', 'Africa Remix', 'the University of San Diego California', 'the European Union', 'the World Press Photo'}",7,"{'Njami', 'Paris', 'Johannesburg'}",3
2066,2066,Simon Norfolk,UK,"Simon has produced four major books: For Most Of It I Have No Words (1998) about the landscapes of genocide, Afghanistan: Chronotopia (2002), 'Bleed' (2005) about the war in Bosnia, and Burke + Norfolk (2011), a re-discovery and re-photographing of John Burke's nineteenth century pictures from Afghanistan. This work was exhibited at Tate Modern in London in one of the gallery’s rare solo photographic shows. Simon’s work has been widely recognized. He won the 2002 European Publishing Award, the Foreign Press Club of America Award in 2003, The 2004 Infinity Award: Photojournalism from The International Center of Photography, the 2005 Le Prix Dialogue at Les Rencontres d'Arles, a Sony World Photography award in 2012, World Press Photo awards in 2001 and 2012, and the fourth Prix Pictet Commission in 2012.","{""John Burke's""}",1,"{'The International Center of Photography', 'World Press Photo', 'Sony World Photography', 'Burke + Norfolk', 'Prix Pictet Commission', 'the Foreign Press Club of America Award', 'European Publishing Award'}",7,"{'London', 'Afghanistan', 'Bosnia'}",3
2067,2067,Simon Roberts,United Kingdom,,set(),0,set(),0,set(),0
2068,2068,Simon Wood,South Africa,"Simon Wood is a filmmaker based in Cape Town, South Africa.

His latest film Scenes from a Dry City was produced by Academy Award Winner Laura Poitras and Charlotte Cooke at Field of Vision. The film premiered in competition at the International Documentary Film Festival Amsterdam (IDFA) and received a number of awards including Best Mini Doc at the Academy qualifying Big Sky Festival in Montana. Scenes from a Dry City has screened at over 50 festivals, and been recognized by juries in North America, Europe and Africa. 

Wood's next film Untamed currently in post production was recently selected for the Final Cut at the Venice International Film Festival. The film was also selected for IFP’s Spotlight on Documentaries for Independent Film Week in New York City.  His previous film The Silent Form received four awards at the 2017 SAFTAS (South African Film and Television Awards). In 2018, his film Orbis was awarded ‘The Golden Ribbon’ for best international documentary by CICTV in Beijing.

Wood is currently in production with Container, a virtual reality collaboration with Indian artist Meghna Singh.

Simon Wood on Social Media:
Twitter: @wanderingsimon
Instagram: @shadydocumentarian","{'Laura Poitras', 'Meghna Singh', 'Simon Wood', 'Container', 'Wood', 'Charlotte Cooke', 'Best Mini Doc'}",7,"{'the International Documentary Film Festival', 'Field of Vision', 'Orbis', '@shadydocumentarian', '@wanderingsimon', 'IFP', 'Untamed', 'the Final Cut', 'IDFA', 'Academy', 'Social Media', 'Documentaries for Independent Film Week'}",12,"{'Cape Town', 'Dry City', 'New York City', 'Montana', 'Beijing', 'South Africa'}",6
2069,2069,Simona Ghizzoni,Italy,"Simona Ghizzoni is a photographer, visual artist and activist for women's rights. 

In her practice, Ghizzoni blurs the lines between documentary and personal research. While her images are often socially inspired, she tends to employ a personal and participative narrative that arises from the intimate relationships she creates with others. This can be seen in her autobiographical work on eating disorders, Odd Days, and her self-portraits series, Aftermath/Rayuela, which addresses the relationship between humankind and nature.

Her work has received several prizes, including in the 2008 and 2012 World Press Photo Contests, Poyi, The Aftermath Project, Burn Magazine Emerging Photographer Grant, BBC Arabic Film and Documentary Festival, Margaret Mead Film Festival, Sony World Photography Award, National Geographic Grant, among others. Ghizzoni’s work has been widely presented in personal and collective exhibitions in various locations including the Nobel Peace Centre in Oslo, Paris Photo, PHotoESPAÑA, Auditorium Roma, Athens Photo Festival and featured in several magazines, including The Smithsonian Magazine, L’Espresso, Mail & Guardian, and El Pais. 

Ghizzoni is a TEDX speaker and regularly gives lectures in various Italian and European schools and universities. She is co-founder of MAPS Images. She is represented by MLB Gallery, Ferrara, Italy. 


World Press Photo Involvement:
2022 World Press Photo Contest Europe jury chair
2018 Joop Swart Masterclass mentor
2012 World Press Photo Contest winner
2009 Joop Swart Masterclass participant 
2008 World Press Photo Contest winner

Simona Ghizzoni on Social Media: 
Instagram: @simona.ghizzoni Portrait credit: Simona Ghizzoni","{'Simona Ghizzoni', 'Margaret Mead Film Festival', 'Joop Swart Masterclass', 'Ghizzoni', 'Photo Contests', 'Arabic Film'}",6,"{'Aftermath/Rayuela', 'PHotoESPAÑA, Auditorium Roma', 'The Smithsonian Magazine', 'BBC', 'MAPS Images', 'World Press Photo Involvement', 'Sony World Photography Award', 'L’Espresso, Mail & Guardian', 'Ghizzoni’s', 'National Geographic Grant', 'Paris Photo', 'Social Media', 'MLB Gallery', 'TEDX'}",14,"{'El Pais', 'Poyi', 'Ferrara', 'Oslo', '@simona.ghizzoni', 'Italy'}",6
2070,2070,Sin Luz: Life Without Power team,none,"As the longest power outage in U.S. history stretched on for months, the three pitched returning to the island a few months later to report on life without electricity. To create a story that had visual impact and emotional power, senior producer for video Reem Akkad, graphics director Kat Downs and senior editor at-large Ann Gerhart pulled together a team of 18 from across the newsroom to build an immersive multimedia experience. That early collaboration allowed writers, videographers, designers and developers to work fluidly together on the storytelling. Murphy worked in Puerto Rico’s mountainous region of Utuado to report on and film a teacher, nurse, and family living without electricity or running water. Leaming went to the coastal town of Yabucoa and brought back the stories of a small business owner and struggling student. Hernandez, who has relatives in Puerto Rico, dug into local reports of desperation to find characters and played the vital role of putting each individual story into the larger context.  © Edwin Avila The Washington Post’s Jorge Ribas and Seth Blanchard filmed dramatic drone footage of landscapes and mudslides. They then worked with Kolin Pope to render 3D models with photogrammetry, an innovative technology that offers audiences a new perspective on the devastation. Designer and developer Emily Yount lead the interactive’s design and Armand Emamdjomeh and Lauren Tierney built beautiful maps and graphics to provide crucial context to the story. Joanne Lee and Victoria Fogg designed icons, and Paula Duran Rehbien was critical in producing quickly a Spanish-language version of the project. The team also included freelancers Hector Santos Guia, Joa Rodriguez, and Mardelis Jusino Ortiz.","{'Reem Akkad', 'Victoria Fogg', 'Paula Duran Rehbien', 'Santos Guia', 'Mardelis Jusino Ortiz', 'Kolin Pope', 'Murphy', 'Jorge Ribas', 'Emily Yount', 'Ann Gerhart', 'Kat Downs', 'Joanne Lee', 'Edwin Avila', 'Joa Rodriguez'}",14,"{'Seth Blanchard', 'Armand Emamdjomeh and Lauren Tierney', 'The Washington Post’s'}",3,"{'Utuado', 'Yabucoa', 'Puerto Rico’s', 'Puerto Rico', 'U.S.'}",5
2071,2071,Sirachai Arunrugstichai,Thailand,"""Sirachai, also known as Shin, loves what he does. His work focuses on the correlation between humans and nature to understand how we can sustainably utilise marine resources while also preserving ecological function and biodiversity in the long run. He believes that conservation photography is not only about pretty pictures, but the picture of the problems that have been going on, such as pollution or climate change"". Neo Ntsoma, photojournalism trainer & photographer at Neo Ntsoma Productions, South Africa - 6x6 Global Talent Program nominator With Sirachai Arunrugstichai’s background in marine biology, he originally picked up photography as a tool to document biodiversity in coral reefs, while working as a field researcher. After realizing the effectiveness of photography for communicating conservation issues to the public, Arunrugstichai later shifted his career path toward photojournalism in 2015. Arunrugstichai is currently a freelance assignment photographer for National Geographic magazine (Thai Edition) and has also been working with several conservation organizations, such as IUCN, WildAid, Greenpeace Southeast Asia, OXFAM Thailand and the Department of Marine & Coastal Resources of Thailand on marine conservation issues. He has received numerous awards in nature photography competitions, and also gave a talk for TEDx Bangkok in 2017 on conservation photography. See Sirachai Arunrugstichai's 'Sharks: Predators in Peril' on Witness, World Press Photo's online magazine. Find out about the 6x6 Global Talent program nomination process and our growing community of global nominators.","{'Shin', 'Neo Ntsoma'}",2,"{""World Press Photo's"", 'IUCN', 'Sirachai Arunrugstichai’s', 'the Department of Marine & Coastal Resources', 'Witness', 'Arunrugstichai', 'Neo Ntsoma Productions', 'National Geographic', 'WildAid, Greenpeace Southeast Asia', 'Global Talent Program'}",10,"{""Sirachai Arunrugstichai's"", 'Thailand', 'Peril', 'Sirachai', 'Bangkok', 'South Africa'}",6
2072,2072,Socrates Kakoulides,none,"A documentary filmmaker and physician, Socrates is a senior producer on United Nations Virtual Reality experiences “Waves of Grace,” the story of an Ebola survivor in Liberia, and “Clouds Over Sidra” about a young girl's life in a Syrian refugee camp. His work was featured at Sundance, IDFA and awarded the Interactive Award at Sheffield in 2015.  Socrates is a cardiologist and a published researcher on public health in underserved communities. This work includes studying the effects of Hurricane Katrina on cardiovascular health in New Orleans and producing health advocacy media in Kenya.",set(),0,"{'IDFA', 'Sundance', 'United Nations Virtual Reality'}",3,"{'Kenya', 'New Orleans', 'Liberia'}",3
2073,2073,Sofia Valiente,USA,"Sofia Valiente received her BFA in art from Florida International University in Miami, Florida in 2012. She recently published her first photo book, Miracle Village, while at a residency at the photography department of Fabrica in Treviso, Italy. She is currently based in South Florida, USA, where she works simultaneously as a photographer at the Clewiston News and on her personal projects about the people of the Glades.",{'Sofia Valiente'},1,"{'Florida International University', 'the Clewiston News'}",2,"{'Treviso', 'Miami', 'USA', 'Miracle Village', 'Florida', 'Fabrica', 'South Florida', 'Italy'}",8
2074,2074,Sofie Amalie Klougart,Denmark,"Sofie Amalie Klougart is currently living in Copenhagen, Denmark where she works as a freelance photographer. She was born in 1987 and grew up in Mols, Denmark. She studies Photojournalism at the Danish School of Media and Journalism and works mainly with portrait and documentary photography.",{'Sofie Amalie Klougart'},1,{'Mols'},1,"{'Denmark', 'Copenhagen'}",2
2075,2075,Sophia Baraket,Tunisia,"Sophia Baraket (Tunisia) grew up in an image-oriented environment. At 18, she moved to Paris to study at an international photography school. During a work placement at Magnum Photos, she studied historic archives and got to know the work of great photographers. Returning to Tunis in 2005, she organized events and exhibitions in which she participated herself. In 2010, while in California, she took part in a project about the many ‘don’ts’ in American society, returning just in time to start covering the Tunisian revolution. She was the first Tunisian photographer to arrive at the border to document the exodus of refugees from Libya. In 2011, Baraket participated in a project by the street artist and photographer JR. She concentrates on documenting stories, as she did in projects on child mothers in Uganda and Western countries dumping their waste in North Africa. The latter was selected for the 2011 African Photography Biennial in Bamako, Mali.",{'Sophia Baraket'},1,"{'Magnum Photos', 'Baraket', 'JR'}",3,"{'Tunisia', 'Uganda', 'Libya', 'Paris', 'California', 'North Africa', 'Bamako', 'Mali'}",8
2076,2076,Sophie Stafford,UK,"Sophie Stafford is editor of BBC Wildlife Magazine. Based in Bristol, the heart of natural-history filmmaking, she has worked on the award-winning magazine and website for eight years. After completing a degree in anthropology, Stafford moved to Oxford University's Wildlife Conservation Research Unit (WildCRU), where she studied badgers, among other mammals. Her career in publishing began when she became editor of the partwork magazine Wildlife of Britain in Hammersmith. Three years later, she joined the People's Trust for Endangered Species, a wildlife charity based in Battersea, London, as events coordinator and editor of its membership magazine. For the past six years, Stafford has judged the prestigious Wildlife Photographer of the Year competition, which is co-owned by BBC Wildlife and the Natural History Museum, London. She works closely with photographers from around the world to develop projects for the magazine and is regularly seen speaking about photography at the WildPhotos symposium. She is an affiliate of the International League of Conservation Photographers.","{'WildPhotos', 'Sophie Stafford', 'Wildlife Photographer'}",3,"{'the International League of Conservation Photographers', ""the People's Trust for Endangered Species"", 'Wildlife of Britain', 'Stafford', ""Oxford University's"", 'BBC Wildlife', 'Wildlife Conservation Research Unit', 'the Natural History Museum', 'BBC Wildlife Magazine'}",9,"{'Battersea', 'London', 'Bristol', 'Hammersmith'}",4
2077,2077,Søren Bidstrup,Denmark,"Søren Bidstrup was born in Hjørring, Denmark, in 1970.  Since graduating from the Danish School of Journalism in 1996, he has worked as a staff photographer at Berlingske, based in Copenhagen.",set(),0,"{'Berlingske', 'the Danish School of Journalism'}",2,"{'Denmark', 'Copenhagen', 'Hjørring'}",3
2078,2078,Søren Lorenzen,Denmark,,set(),0,set(),0,set(),0
2079,2079,Soren Pagter,Denmark,"Soren Pagter has been the head of the world-famous photojournalism education at the Danish School of Media and Journalism (DMJX) since 1998. He teaches both Danish and international students of Photojournalism. Through his job at DMJX he has conducted workshops at almost all the big newspapers in Denmark. Similarly, he has arranged and organized several international workshops in Armenia, Nepal, Russia and the Nordic countries. He has also been a part of several national and international juries, for example the POYI and the Freelens Award. Today, Pagter is still an active photojournalist and has been since 1988.",{'Soren Pagter'},1,"{'Nordic', 'Pagter'}",2,"{'Nepal', 'Russia', 'Denmark', 'Armenia'}",4
2080,2080,Søren Rasmussen,USA,,set(),0,set(),0,set(),0
2081,2081,Spencer Platt,USA,,set(),0,set(),0,set(),0
2082,2082,Srdjan Ilic,Serbia,,set(),0,set(),0,set(),0
2083,2083,Staffan Widstrand,Sweden,"Staffan Widstrand is a photographer and a founder and managing director of the mass communication initiative, Wild Wonders of Europe. After an early background in the metal industry, he moved on to become an officer in the Royal Swedish Tank Corps, before changing track to lead nature tours and becoming involved in nature tour production management. This was when his more serious photography career began, and he established his own photography business at the age of 25. Widstrand was soon hired as a picture editor by Natur & Kultur publishers in Stockholm, where he stayed for five years. In 1990, he left employed life and started off as a full-time independent professional photographer, writer, and activist, working mainly on long-term projects, which he set up and raised funds for himself or together with a few colleagues. Widstrand is a winner of numerous international photography and book awards, such as Wildlife Photographer of the Year, European Wildlife Photographer of the Year, Image of the Year in Sweden, and Emirates Wildlife Photographer of the Year. He is also the author of 15 books, a founder of the Swedish Ecotourism Association and its quality label ‘Nature’s Best’, a founder of the Swedish National Carnivore Information Centre, ‘The Big Five’, and a founding fellow of the International League of Conservation Photographers. His Wild Wonders of Europe initiative has to date reached an estimated 400 million people. Widstrand is also one of the founders of the pioneering conservation initiative Rewilding Europe, and of the upcoming Wild Wonders of China. In 2012, Widstrand was awarded the Gouden Wimpel – the highest award offered by the Dutch Postcode Lottery – for his services to nature. He has twice been a jury member in the Wildlife Photographer of the Year competition and, in 2011, was named as one of the world’s most influential nature photographers by Outdoor Photography magazine.","{'Widstrand', 'Emirates Wildlife Photographer', 'Wildlife Photographer', 'Staffan Widstrand'}",4,"{'the International League of Conservation Photographers', 'the Dutch Postcode Lottery', 'the Swedish Ecotourism Association', 'Natur & Kultur', 'the Swedish National Carnivore Information Centre', 'European Wildlife Photographer', 'Outdoor Photography', 'Wild Wonders', 'the Royal Swedish Tank Corps'}",9,"{'Sweden', 'Stockholm'}",2
2084,2084,Stan Behal,Canada,,set(),0,set(),0,set(),0
2085,2085,Stanislav Tereba,Czech Republic,,set(),0,set(),0,set(),0
2086,2086,Stanislaw Jakubowski,Poland,,set(),0,set(),0,set(),0
2087,2087,Stanley Forman,USA,,set(),0,set(),0,set(),0
2088,2088,Stanley Greene,USA,,set(),0,set(),0,set(),0
2089,2089,Stefan Boness,Germany,,set(),0,set(),0,set(),0
2090,2090,Stefan Tihov,Bulgaria,"In 1972, Tihov was assigned as a special photoreporter to Vietnam, becoming the first Bulgarian photographer to cover the conflict. Tihov moved to Israel around 1990 where he lived in Tel Aviv and worked as a security guard. He died unexpectedly on 25 February 2010.",{'Tihov'},1,set(),0,"{'Israel', 'Vietnam', 'Tel Aviv'}",3
2091,2091,Stefan Zaklin,USA,,set(),0,set(),0,set(),0
2092,2092,Stefano Carini,Italy,"Born in 1985, in Torino, Italy, Stefano Carini studied photography in London and photojournalism in Denmark. Independent photographer and picture editor, he has worked in Amsterdam for Noor Images and World Press Photo. He is co-founder of the international network of visual storytellers, Panaut Collective. In May 2014, he became the editor-in-chief of the first Iraqi photo agency, Metrography.","{'Panaut Collective', 'Stefano Carini'}",2,{'Noor Images and World Press Photo'},1,"{'London', 'Amsterdam', 'Metrography', 'Torino', 'Denmark', 'Italy'}",6
2093,2093,Stefano De Luigi,Italy,,set(),0,set(),0,set(),0
